time_s,scheduled_time_s,x,y,z,roll_rad,pitch_rad,yaw_rad,valid
6.052334,6.052033,-2593.317383,2.692958,1.123587,0.000001304,0.000277996,3.140088558,1
6.103402,6.102033,-2593.747803,2.693727,1.123467,0.000001225,0.000277996,3.139803171,1
6.152979,6.152033,-2594.608154,2.695312,1.123226,0.000001229,0.000277996,3.139815569,1
6.202053,6.202033,-2595.038330,2.695981,1.123105,0.000001290,0.000277996,3.140035629,1
6.252157,6.252033,-2595.898926,2.696890,1.122864,0.000001486,0.000277996,3.140740395,1
6.302201,6.302033,-2596.329102,2.697071,1.122745,0.000001606,0.000277996,3.141172647,1
6.352334,6.352033,-2597.189697,2.697111,1.122882,-0.000697748,0.001073718,3.141591549,1
6.402879,6.402033,-2597.619873,2.697134,1.122422,-0.000023968,-0.000975490,3.141532660,1
6.452000,6.452033,-2598.480469,2.697148,1.122154,0.000000000,-0.001082897,-3.141561270,1
6.502053,6.502033,-2598.910645,2.697057,1.122033,0.000000000,-0.001082897,-3.141384840,1
6.552230,6.552033,-2599.770508,2.696797,1.119963,-0.000550742,-0.001827359,-3.141189098,1
6.602249,6.602033,-2600.200195,2.696565,1.125011,-0.000063916,0.000187993,-3.141069651,1
6.652316,6.652033,-2601.060303,2.695880,1.124956,0.000000798,0.000278473,-3.140665531,1
6.701889,6.702033,-2601.489990,2.695302,1.124836,0.000000912,0.000278473,-3.140254736,1
6.752919,6.752033,-2602.350342,2.693763,1.124596,0.000001072,0.000278473,-3.139681339,1
6.801984,6.802033,-2602.780518,2.692826,1.124476,0.000001144,0.000278473,-3.139421701,1
6.853009,6.852033,-2603.640137,2.691086,1.124237,0.000001079,0.000278473,-3.139655352,1
6.902066,6.902033,-2604.070068,2.690309,1.124117,0.000001041,0.000278473,-3.139791727,1
6.953173,6.952033,-2604.928955,2.689594,1.123877,0.000000647,0.000278473,-3.141204357,1
7.002241,7.002033,-2605.357910,2.689833,1.123757,0.000000382,0.000278473,3.141028643,1
7.052353,7.052033,-2606.216309,2.691300,1.123518,0.000000000,0.000278473,3.139521837,1
7.102897,7.102033,-2606.645508,2.692323,1.123397,0.000000000,0.000278473,3.139199972,1
7.152983,7.152033,-2607.503662,2.694208,1.123158,0.000000083,0.000278473,3.139496803,1
7.203027,7.202033,-2607.932861,2.695088,1.123038,0.000000093,0.000278473,3.139533043,1
7.252167,7.252033,-2608.791504,2.697003,1.122798,0.000000026,0.000278473,3.139292002,1
7.302212,7.302033,-2609.220947,2.697976,1.122678,0.000000033,0.000278473,3.139317989,1
7.353310,7.352033,-2610.080566,2.699757,1.122437,-0.000001065,0.000154972,3.139592409,1
