time_s,scheduled_time_s,x,y,z,roll_rad,pitch_rad,yaw_rad,valid
0.002617,0.002610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
0.055056,0.052610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
0.117080,0.102610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
0.163570,0.152610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
0.210634,0.202610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
0.257010,0.252610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
0.302997,0.302610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
0.365896,0.352610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
0.412680,0.402610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
0.459849,0.452610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
0.507183,0.502610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
0.554038,0.552610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
0.617313,0.602610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
0.663897,0.652610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
0.710782,0.702610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
0.758191,0.752610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
0.805129,0.802610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
0.868568,0.852610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
0.913720,0.902610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
0.960958,0.952610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
1.008907,1.002610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
1.055942,1.052610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
1.103120,1.102610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
1.165468,1.152610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
1.212633,1.202610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
1.259873,1.252610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
1.307561,1.302610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
1.354779,1.352610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
1.416831,1.402610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
1.464423,1.452610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
1.511199,1.502610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
1.557931,1.552610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
1.604489,1.602610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
1.667370,1.652610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
1.714954,1.702610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
1.761759,1.752610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
1.808773,1.802610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
1.856385,1.852610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
1.902808,1.902610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
1.965873,1.952610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
2.012470,2.002610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
2.060670,2.052610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
2.107401,2.102610,0.000002,-6.000000,1.124696,0.000000000,0.000279069,3.141591549,1
